# started on Wed Sep 16 13:57:58 2026

103,24;Joules;power/energy-pkg/;3155372469;100,00;;
3145400000;ns;user_time;3145400000;100,00;;
<not counted>;ns;system_time;0;100,00;;
3155343167;ns;duration_time;3155343167;100,00;;
