# started on Wed Sep 16 13:58:07 2026

99,90;Joules;power/energy-pkg/;3150373427;100,00;;
3134934000;ns;user_time;3134934000;100,00;;
8017000;ns;system_time;8017000;100,00;;
3150344472;ns;duration_time;3150344472;100,00;;
