# started on Wed Sep 16 13:57:55 2026

4,36;Joules;power/energy-pkg/;171088445;100,00;;
151137000;ns;user_time;151137000;100,00;;
<not counted>;ns;system_time;0;100,00;;
171068302;ns;duration_time;171068302;100,00;;
