# started on Wed Sep 16 14:14:27 2026

1,19;Joules;power/energy-pkg/;51292491;100,00;;
43315000;ns;user_time;43315000;100,00;;
<not counted>;ns;system_time;0;100,00;;
51289208;ns;duration_time;51289208;100,00;;
