# started on Wed Sep 16 14:16:20 2026

1,79;Joules;power/energy-pkg/;96510003;100,00;;
75418000;ns;user_time;75418000;100,00;;
<not counted>;ns;system_time;0;100,00;;
96506797;ns;duration_time;96506797;100,00;;
