# started on Wed Sep 16 14:17:30 2026

4,67;Joules;power/energy-pkg/;175046870;100,00;;
155152000;ns;user_time;155152000;100,00;;
<not counted>;ns;system_time;0;100,00;;
175041518;ns;duration_time;175041518;100,00;;
