# started on Wed Sep 16 14:01:55 2026

41,05;Joules;power/energy-pkg/;1322746044;100,00;;
1315625000;ns;user_time;1315625000;100,00;;
<not counted>;ns;system_time;0;100,00;;
1322733569;ns;duration_time;1322733569;100,00;;
