# started on Wed Sep 16 14:18:46 2026

1145,00;Joules;power/energy-pkg/;31890791835;100,00;;
31836668000;ns;user_time;31836668000;100,00;;
8000000;ns;system_time;8000000;100,00;;
31890511461;ns;duration_time;31890511461;100,00;;
