# started on Wed Sep 16 14:00:08 2026

38,83;Joules;power/energy-pkg/;1260990197;100,00;;
1253298000;ns;user_time;1253298000;100,00;;
<not counted>;ns;system_time;0;100,00;;
1260976933;ns;duration_time;1260976933;100,00;;
