# started on Wed Sep 16 13:57:09 2026

97,97;Joules;power/energy-pkg/;3087439510;100,00;;
3070997000;ns;user_time;3070997000;100,00;;
7997000;ns;system_time;7997000;100,00;;
3087411258;ns;duration_time;3087411258;100,00;;
