# started on Wed Sep 16 13:55:25 2026

1,49;Joules;power/energy-pkg/;61674666;100,00;;
46960000;ns;user_time;46960000;100,00;;
7224000;ns;system_time;7224000;100,00;;
61671445;ns;duration_time;61671445;100,00;;
