# started on Wed Sep 16 14:38:46 2026

2814,56;Joules;power/energy-pkg/;76759156378;100,00;;
76736492000;ns;user_time;76736492000;100,00;;
<not counted>;ns;system_time;0;100,00;;
76758530040;ns;duration_time;76758530040;100,00;;
