# started on Wed Sep 16 14:35:52 2026

2860,86;Joules;power/energy-pkg/;79390154763;100,00;;
79366513000;ns;user_time;79366513000;100,00;;
<not counted>;ns;system_time;0;100,00;;
79389507176;ns;duration_time;79389507176;100,00;;
